135|Dummy|10021|704.00
136|Dummy|3557|504.00
137|Dummy|27892|413.00
138|Dummy|5075|722.00
139|Dummy|2600|512.00
140|Dummy|21003|895.00
141|Dummy|17861|702.00
142|Dummy|13401|798.00
143|Dummy|15255|439.00
144|Dummy|5002|595.00
145|Dummy|24182|295.00
146|Dummy|27088|457.00
147|Dummy|28617|780.00
148|Dummy|9832|962.00
149|Dummy|4169|156.00
150|Dummy|25721|206.00
151|Dummy|19976|360.00
152|Dummy|2368|720.00
153|Dummy|21425|565.00
154|Dummy|3434|565.00
155|Dummy|7441|521.00
156|Dummy|30145|78.00
157|Dummy|21718|756.00
158|Dummy|16139|435.00
159|Dummy|16279|22.00
160|Dummy|16687|541.00
161|Dummy|22549|454.00
162|Dummy|19866|961.00
163|Dummy|193|218.00
164|Dummy|3297|436.00
165|Dummy|28286|121.00
166|Dummy|24488|298.00
167|Dummy|12455|759.00
168|Dummy|18114|712.00
169|Dummy|31316|691.00
170|Dummy|5786|275.00
171|Dummy|4313|379.00
172|Dummy|31185|73.00
173|Dummy|912|818.00
174|Dummy|1832|965.00
175|Dummy|4313|783.00
176|Dummy|28321|577.00
177|Dummy|23646|10.00
178|Dummy|481|148.00
179|Dummy|23196|242.00
180|Dummy|7129|163.00
181|Dummy|5535|470.00
182|Dummy|11173|476.00
183|Dummy|12044|680.00
184|Dummy|26292|465.00
185|Dummy|17253|44.00
186|Dummy|26154|539.00
187|Dummy|4745|669.00
188|Dummy|13186|321.00
189|Dummy|4474|50.00
190|Dummy|2168|32.00
191|Dummy|18787|914.00
192|Dummy|17958|398.00
193|Dummy|10202|628.00
194|Dummy|26477|418.00
195|Dummy|9314|849.00
196|Dummy|29334|899.00
197|Dummy|24372|179.00
198|Dummy|11833|98.00
199|Dummy|7487|325.00
200|Dummy|7518|185.00
201|Dummy|17773|302.00
202|Dummy|1763|670.00
203|Dummy|17192|998.00
204|Dummy|3102|488.00
205|Dummy|29213|634.00
206|Dummy|4802|103.00
207|Dummy|30527|627.00
208|Dummy|1543|925.00
209|Dummy|11023|2.00
210|Dummy|13061|195.00
211|Dummy|31003|459.00
212|Dummy|17505|620.00
213|Dummy|22725|44.00
214|Dummy|8492|142.00
215|Dummy|17222|317.00
216|Dummy|13064|907.00
217|Dummy|19187|368.00
218|Dummy|22413|5.00
219|Dummy|14270|199.00
220|Dummy|235|863.00
221|Dummy|19711|785.00
222|Dummy|18896|671.00
223|Dummy|7285|562.00
224|Dummy|140|707.00
225|Dummy|2695|645.00
226|Dummy|28019|127.00
227|Dummy|26576|715.00
228|Dummy|22658|328.00
229|Dummy|17371|488.00
230|Dummy|4678|615.00
231|Dummy|23851|509.00
232|Dummy|1018|492.00
233|Dummy|21119|175.00
234|Dummy|2800|105.00
235|Dummy|31060|927.00
236|Dummy|9010|761.00
237|Dummy|32170|335.00
238|Dummy|9576|257.00
239|Dummy|12043|780.00
240|Dummy|7164|114.00
241|Dummy|7882|103.00
242|Dummy|29565|490.00
243|Dummy|29577|488.00
244|Dummy|2625|652.00
245|Dummy|5629|959.00
246|Dummy|25423|548.00
247|Dummy|6902|976.00
248|Dummy|123|620.00
249|Dummy|3737|274.00
250|Dummy|10195|557.00
251|Dummy|1264|268.00
252|Dummy|6202|124.00
253|Dummy|5030|346.00
254|Dummy|29011|801.00
255|Dummy|6411|572.00
256|Dummy|21153|541.00
257|Dummy|29790|938.00
258|Dummy|30188|784.00
259|Dummy|4940|871.00
260|Dummy|18662|842.00
261|Dummy|30900|730.00
262|Dummy|18958|595.00
263|Dummy|8365|20.00
264|Dummy|11477|201.00
265|Dummy|26058|445.00
266|Dummy|2303|772.00
267|Dummy|19357|326.00
268|Dummy|6477|113.00
269|Dummy|21113|901.00
270|Dummy|19801|872.00
271|Dummy|14460|450.00
272|Dummy|12993|411.00
273|Dummy|19405|546.00
274|Dummy|31111|732.00
275|Dummy|12835|388.00
276|Dummy|6072|379.00
277|Dummy|18823|499.00
278|Dummy|20556|239.00
279|Dummy|1626|366.00
280|Dummy|8526|370.00
281|Dummy|29337|294.00
282|Dummy|23869|390.00
283|Dummy|12896|35.00
284|Dummy|29617|122.00
285|Dummy|12717|714.00
286|Dummy|11585|65.00
287|Dummy|24423|153.00
288|Dummy|24229|569.00
289|Dummy|6559|940.00
290|Dummy|22296|884.00
291|Dummy|12053|978.00
292|Dummy|3584|763.00
293|Dummy|6654|988.00
294|Dummy|21457|383.00
295|Dummy|22532|965.00
296|Dummy|2607|485.00
297|Dummy|911|646.00
298|Dummy|10067|870.00
299|Dummy|4675|950.00
300|Dummy|2223|164.00
301|Dummy|23754|517.00
302|Dummy|22741|195.00
303|Dummy|21459|842.00
304|Dummy|3221|887.00
305|Dummy|1626|965.00
306|Dummy|15205|814.00
307|Dummy|23850|415.00
308|Dummy|22279|723.00
309|Dummy|12193|746.00
310|Dummy|1637|560.00
311|Dummy|5556|994.00
312|Dummy|10176|730.00
313|Dummy|6962|558.00
314|Dummy|15881|300.00
315|Dummy|14413|657.00
316|Dummy|19855|879.00
317|Dummy|13142|473.00
318|Dummy|27611|907.00
319|Dummy|20424|710.00
320|Dummy|1752|461.00
321|Dummy|28296|685.00
322|Dummy|10040|322.00
323|Dummy|875|92.00
324|Dummy|12818|610.00
325|Dummy|1017|946.00
326|Dummy|28112|725.00
327|Dummy|13169|854.00
328|Dummy|20040|514.00
329|Dummy|28685|109.00
330|Dummy|19497|591.00
331|Dummy|25990|160.00
332|Dummy|19353|333.00
333|Dummy|18651|766.00
334|Dummy|22044|269.00
335|Dummy|335|767.00
336|Dummy|11192|612.00
337|Dummy|25264|193.00
338|Dummy|28503|832.00
339|Dummy|23775|628.00
340|Dummy|29292|3.00
341|Dummy|17549|585.00
342|Dummy|25561|658.00
343|Dummy|6467|570.00
344|Dummy|26129|271.00
345|Dummy|27813|203.00
346|Dummy|20601|83.00
347|Dummy|20215|691.00
348|Dummy|8213|16.00
349|Dummy|25824|606.00
350|Dummy|23392|774.00
351|Dummy|2670|454.00
352|Dummy|28027|88.00
353|Dummy|10075|804.00
354|Dummy|15498|994.00
355|Dummy|6287|870.00
356|Dummy|32604|503.00
357|Dummy|21221|685.00
358|Dummy|5706|365.00
359|Dummy|9010|193.00
360|Dummy|27489|258.00
361|Dummy|12164|567.00
362|Dummy|7619|933.00
363|Dummy|7591|710.00
364|Dummy|31818|241.00
365|Dummy|750|230.00
366|Dummy|4975|540.00
367|Dummy|303|433.00
368|Dummy|21098|258.00
369|Dummy|13584|661.00
370|Dummy|2971|881.00
371|Dummy|22913|86.00
372|Dummy|21545|740.00
373|Dummy|17546|696.00
374|Dummy|1769|277.00
375|Dummy|8519|998.00
376|Dummy|28289|959.00
377|Dummy|2865|558.00
378|Dummy|23245|533.00
379|Dummy|28318|897.00
380|Dummy|9601|351.00
381|Dummy|21132|496.00
382|Dummy|27152|112.00
383|Dummy|28570|792.00
384|Dummy|29901|120.00
385|Dummy|14423|530.00
386|Dummy|11600|995.00
387|Dummy|14015|570.00
388|Dummy|28|564.00
389|Dummy|25347|90.00
390|Dummy|2943|649.00
391|Dummy|22409|489.00
392|Dummy|5049|685.00
393|Dummy|1588|353.00
394|Dummy|608|92.00
395|Dummy|21221|759.00
396|Dummy|29954|908.00
397|Dummy|14146|690.00
398|Dummy|7949|855.00
399|Dummy|21430|645.00
400|Dummy|748|94.00
401|Dummy|4536|803.00
402|Dummy|18035|258.00
403|Dummy|15185|45.00
404|Dummy|9853|654.00
405|Dummy|11224|763.00
406|Dummy|19923|362.00
407|Dummy|32257|790.00
408|Dummy|4944|969.00
409|Dummy|23318|758.00
410|Dummy|25411|46.00
411|Dummy|20355|32.00
412|Dummy|22549|505.00
413|Dummy|18584|524.00
414|Dummy|17964|365.00
415|Dummy|8075|930.00
416|Dummy|16142|227.00
417|Dummy|21948|97.00
418|Dummy|20426|620.00
419|Dummy|26173|453.00
420|Dummy|32404|711.00
421|Dummy|20626|841.00
422|Dummy|19375|123.00
423|Dummy|16565|52.00
424|Dummy|14736|170.00
425|Dummy|30814|0.00
426|Dummy|8256|658.00
427|Dummy|23936|868.00
428|Dummy|20482|356.00
429|Dummy|21015|132.00
430|Dummy|18230|858.00
431|Dummy|14625|13.00
432|Dummy|32637|190.00
433|Dummy|19690|651.00
434|Dummy|5662|655.00
435|Dummy|10893|363.00
436|Dummy|21416|465.00
437|Dummy|14008|269.00
438|Dummy|22233|459.00
439|Dummy|16303|650.00
440|Dummy|26303|270.00
441|Dummy|148|135.00
442|Dummy|12317|217.00
443|Dummy|27109|52.00
444|Dummy|29200|101.00
445|Dummy|21318|874.00
446|Dummy|24050|179.00
447|Dummy|31361|279.00
448|Dummy|11903|679.00
449|Dummy|29643|935.00
450|Dummy|14902|564.00
451|Dummy|28489|972.00
452|Dummy|1282|666.00
453|Dummy|30674|222.00
454|Dummy|5402|929.00
455|Dummy|3831|388.00
456|Dummy|3878|279.00
457|Dummy|19008|641.00
458|Dummy|23971|33.00
459|Dummy|21945|790.00
460|Dummy|26504|404.00
461|Dummy|32685|338.00
462|Dummy|6698|594.00
463|Dummy|12722|943.00
464|Dummy|19037|416.00
465|Dummy|31461|240.00
466|Dummy|12508|970.00
467|Dummy|3959|499.00
468|Dummy|1515|294.00
469|Dummy|24937|897.00
470|Dummy|58|714.00
471|Dummy|13971|290.00
472|Dummy|15117|231.00
473|Dummy|24555|822.00
474|Dummy|18330|42.00
475|Dummy|30212|317.00
476|Dummy|28082|955.00
477|Dummy|16085|730.00
478|Dummy|24484|798.00
479|Dummy|8380|844.00
480|Dummy|25951|547.00
481|Dummy|18115|680.00
482|Dummy|17110|923.00
483|Dummy|23073|788.00
484|Dummy|23977|150.00
485|Dummy|29956|717.00
486|Dummy|26113|18.00
487|Dummy|12941|805.00
488|Dummy|1723|384.00
489|Dummy|28|209.00
490|Dummy|24778|207.00
491|Dummy|5071|886.00
492|Dummy|21974|72.00
493|Dummy|11333|889.00
494|Dummy|26153|309.00
495|Dummy|32168|845.00
496|Dummy|9676|644.00
497|Dummy|28650|600.00
498|Dummy|3309|697.00
499|Dummy|4686|110.00
500|Dummy|10116|261.00
501|Dummy|26667|529.00
502|Dummy|26679|871.00
503|Dummy|29421|413.00
504|Dummy|8826|822.00
505|Dummy|7516|753.00
506|Dummy|28666|116.00
507|Dummy|27681|983.00
508|Dummy|1340|691.00
509|Dummy|6021|673.00
510|Dummy|14721|70.00
511|Dummy|29309|435.00
512|Dummy|17902|902.00
513|Dummy|17124|964.00
514|Dummy|32745|793.00
515|Dummy|28423|558.00
516|Dummy|4806|280.00
517|Dummy|9318|607.00
518|Dummy|31907|331.00
519|Dummy|23481|13.00
520|Dummy|21136|656.00
521|Dummy|24114|835.00
522|Dummy|4084|579.00
523|Dummy|12290|314.00
524|Dummy|29996|181.00
525|Dummy|1054|370.00
526|Dummy|14708|248.00
527|Dummy|7491|725.00
528|Dummy|5131|144.00
529|Dummy|16439|965.00
530|Dummy|24722|733.00
531|Dummy|6995|53.00
532|Dummy|25269|486.00
533|Dummy|18238|449.00
534|Dummy|27918|876.00
535|Dummy|17659|530.00
536|Dummy|28486|217.00
537|Dummy|7462|659.00
538|Dummy|12158|34.00
539|Dummy|1146|410.00
540|Dummy|13037|928.00
541|Dummy|10647|487.00
542|Dummy|6602|837.00
543|Dummy|4098|857.00
544|Dummy|29292|614.00
545|Dummy|7278|819.00
546|Dummy|18352|468.00
547|Dummy|13882|540.00
548|Dummy|28315|579.00
549|Dummy|8762|576.00
550|Dummy|22336|415.00
551|Dummy|31418|916.00
552|Dummy|25828|864.00
553|Dummy|26816|254.00
554|Dummy|4449|941.00
555|Dummy|658|229.00
556|Dummy|24520|950.00
557|Dummy|29560|162.00
558|Dummy|25162|656.00
559|Dummy|20675|792.00
560|Dummy|22361|785.00
561|Dummy|16398|169.00
562|Dummy|8714|972.00
563|Dummy|21188|588.00
564|Dummy|8638|690.00
565|Dummy|15075|539.00
566|Dummy|11521|475.00
567|Dummy|15615|548.00
568|Dummy|13234|582.00
569|Dummy|905|473.00
570|Dummy|19557|990.00
571|Dummy|14161|554.00
572|Dummy|12549|486.00
573|Dummy|330|954.00
574|Dummy|28350|347.00
575|Dummy|22925|920.00
576|Dummy|19737|352.00
577|Dummy|18337|279.00
578|Dummy|12393|643.00
579|Dummy|30714|192.00
580|Dummy|31591|968.00
581|Dummy|19135|507.00
582|Dummy|13337|14.00
583|Dummy|16337|625.00
584|Dummy|28664|979.00
585|Dummy|25608|598.00
586|Dummy|19281|92.00
587|Dummy|9152|391.00
588|Dummy|28652|202.00
589|Dummy|9876|849.00
590|Dummy|28396|579.00
591|Dummy|6249|654.00
592|Dummy|29174|837.00
593|Dummy|943|643.00
594|Dummy|1941|309.00
595|Dummy|8419|570.00
596|Dummy|3805|592.00
597|Dummy|16216|481.00
598|Dummy|1615|611.00
599|Dummy|11064|175.00
600|Dummy|16893|90.00
601|Dummy|13509|330.00
602|Dummy|19695|582.00
603|Dummy|15589|174.00
604|Dummy|31172|985.00
605|Dummy|27358|57.00
606|Dummy|26268|445.00
607|Dummy|28510|432.00
608|Dummy|30774|787.00
609|Dummy|30910|575.00
610|Dummy|4182|416.00
611|Dummy|15495|769.00
612|Dummy|874|365.00
613|Dummy|14902|283.00
614|Dummy|4460|474.00
615|Dummy|6972|847.00
616|Dummy|26122|572.00
617|Dummy|21577|798.00
618|Dummy|25605|225.00
619|Dummy|27594|957.00
620|Dummy|16343|754.00
621|Dummy|2481|13.00
622|Dummy|11672|462.00
623|Dummy|13428|917.00
624|Dummy|9762|972.00
625|Dummy|24408|419.00
626|Dummy|1908|240.00
627|Dummy|11759|460.00
628|Dummy|5204|515.00
629|Dummy|4319|958.00
630|Dummy|5945|832.00
631|Dummy|8166|718.00
632|Dummy|11367|709.00
633|Dummy|21787|560.00
634|Dummy|30556|5.00
635|Dummy|3447|26.00
636|Dummy|18283|248.00
637|Dummy|29331|378.00
638|Dummy|28583|974.00
639|Dummy|12723|0.00
640|Dummy|22018|790.00
641|Dummy|9220|142.00
642|Dummy|32182|879.00
643|Dummy|19490|933.00
644|Dummy|4324|492.00
645|Dummy|19677|984.00
646|Dummy|11643|541.00
647|Dummy|15677|690.00
648|Dummy|31068|13.00
649|Dummy|32196|790.00
650|Dummy|16828|734.00
651|Dummy|29426|886.00
652|Dummy|10697|629.00
653|Dummy|18703|38.00
654|Dummy|11408|550.00
655|Dummy|9508|192.00
656|Dummy|30238|261.00
657|Dummy|26443|334.00
658|Dummy|22501|858.00
659|Dummy|25128|113.00
660|Dummy|23650|177.00
661|Dummy|11192|455.00
662|Dummy|15869|681.00
663|Dummy|27465|287.00
664|Dummy|17713|812.00
665|Dummy|18634|497.00
666|Dummy|20972|852.00
667|Dummy|24901|470.00
668|Dummy|5177|890.00
669|Dummy|25770|702.00
670|Dummy|14364|382.00
671|Dummy|16590|831.00
672|Dummy|2237|31.00
673|Dummy|32179|611.00
674|Dummy|20169|329.00
675|Dummy|12042|341.00
676|Dummy|28182|69.00
677|Dummy|7926|496.00
678|Dummy|1670|560.00
679|Dummy|5651|260.00
680|Dummy|7213|869.00
681|Dummy|25783|307.00
682|Dummy|2742|618.00
683|Dummy|4472|135.00
684|Dummy|18434|846.00
685|Dummy|20718|506.00
686|Dummy|14867|889.00
687|Dummy|10938|882.00
688|Dummy|9257|772.00
689|Dummy|28614|616.00
690|Dummy|28458|663.00
691|Dummy|26063|788.00
692|Dummy|20807|298.00
693|Dummy|19489|454.00
694|Dummy|6365|107.00
695|Dummy|7586|387.00
696|Dummy|7833|368.00
697|Dummy|13330|74.00
698|Dummy|8928|521.00
699|Dummy|12433|863.00
700|Dummy|6766|736.00
701|Dummy|19810|610.00
702|Dummy|11837|913.00
703|Dummy|31982|335.00
704|Dummy|29352|380.00
705|Dummy|31244|815.00
706|Dummy|6608|261.00
707|Dummy|11647|449.00
708|Dummy|9535|215.00
709|Dummy|3264|500.00
710|Dummy|23243|676.00
711|Dummy|22015|867.00
712|Dummy|189|116.00
713|Dummy|19812|678.00
714|Dummy|9523|870.00
715|Dummy|24474|661.00
716|Dummy|29891|227.00
717|Dummy|19854|0.00
718|Dummy|25697|923.00
719|Dummy|17780|600.00
720|Dummy|12931|576.00
721|Dummy|3340|500.00
722|Dummy|899|547.00
723|Dummy|8483|543.00
724|Dummy|7492|199.00
725|Dummy|28252|36.00
726|Dummy|1560|849.00
727|Dummy|1840|528.00
728|Dummy|2785|547.00
729|Dummy|31540|823.00
730|Dummy|28791|405.00
731|Dummy|13210|562.00
732|Dummy|21578|6.00
733|Dummy|30971|286.00
734|Dummy|73|213.00
735|Dummy|1620|518.00
736|Dummy|13826|307.00
737|Dummy|19790|588.00
738|Dummy|13578|170.00
739|Dummy|20418|515.00
740|Dummy|159|452.00
741|Dummy|12924|81.00
742|Dummy|10380|35.00
743|Dummy|27967|218.00
744|Dummy|6477|521.00
745|Dummy|15370|639.00
746|Dummy|14196|86.00
747|Dummy|13722|623.00
748|Dummy|19019|789.00
749|Dummy|11056|902.00
750|Dummy|31163|699.00
751|Dummy|13716|951.00
752|Dummy|25452|743.00
753|Dummy|4954|819.00
754|Dummy|2862|406.00
755|Dummy|15460|635.00
756|Dummy|10904|601.00
757|Dummy|20136|684.00
758|Dummy|9198|59.00
759|Dummy|14387|616.00
760|Dummy|7240|520.00
761|Dummy|17006|678.00
762|Dummy|241|900.00
763|Dummy|25249|526.00
764|Dummy|31758|117.00
765|Dummy|29621|112.00
766|Dummy|7296|925.00
767|Dummy|15678|188.00
768|Dummy|13579|83.00
769|Dummy|27577|762.00
770|Dummy|14007|752.00
771|Dummy|24081|997.00
772|Dummy|2678|700.00
773|Dummy|27753|919.00
774|Dummy|11784|580.00
775|Dummy|3093|621.00
776|Dummy|6172|254.00
777|Dummy|29929|521.00
778|Dummy|10168|60.00
779|Dummy|11191|978.00
780|Dummy|8922|754.00
781|Dummy|5651|996.00
782|Dummy|2144|462.00
783|Dummy|31577|543.00
784|Dummy|14629|945.00
785|Dummy|5874|806.00
786|Dummy|15469|934.00
787|Dummy|8146|723.00
788|Dummy|9091|824.00
789|Dummy|26949|883.00
790|Dummy|20640|78.00
791|Dummy|236|559.00
792|Dummy|9487|257.00
793|Dummy|28162|971.00
794|Dummy|23183|402.00
795|Dummy|30180|113.00
796|Dummy|3065|92.00
797|Dummy|2513|270.00
798|Dummy|12578|99.00
799|Dummy|16878|154.00
800|Dummy|4611|978.00
801|Dummy|2445|170.00
802|Dummy|29975|502.00
803|Dummy|24750|155.00
804|Dummy|3333|878.00
805|Dummy|22214|299.00
806|Dummy|27007|459.00
807|Dummy|8896|383.00
808|Dummy|28522|886.00
809|Dummy|31810|658.00
810|Dummy|7231|189.00
811|Dummy|6705|485.00
812|Dummy|6321|544.00
813|Dummy|31351|466.00
814|Dummy|24208|655.00
815|Dummy|22276|784.00
816|Dummy|30189|452.00
817|Dummy|27666|494.00
818|Dummy|3455|30.00
819|Dummy|29614|864.00
820|Dummy|29253|788.00
821|Dummy|31348|515.00
822|Dummy|10861|453.00
823|Dummy|29082|467.00
824|Dummy|14197|128.00
825|Dummy|8752|836.00
826|Dummy|17296|307.00
827|Dummy|26021|479.00
828|Dummy|15947|151.00
829|Dummy|18318|144.00
830|Dummy|11376|775.00
831|Dummy|29859|23.00
832|Dummy|12074|262.00
833|Dummy|6922|645.00
834|Dummy|1643|916.00
835|Dummy|8153|245.00
836|Dummy|4747|708.00
837|Dummy|19926|703.00
838|Dummy|6450|815.00
839|Dummy|24961|213.00
840|Dummy|20855|389.00
841|Dummy|5716|583.00
842|Dummy|31561|268.00
843|Dummy|6473|302.00
844|Dummy|1550|377.00
845|Dummy|1181|291.00
846|Dummy|2699|128.00
847|Dummy|18643|482.00
848|Dummy|7172|531.00
849|Dummy|9981|114.00
850|Dummy|13476|385.00
851|Dummy|8247|916.00
852|Dummy|16671|813.00
853|Dummy|32372|62.00
854|Dummy|3989|329.00
855|Dummy|23165|446.00
856|Dummy|9658|304.00
857|Dummy|17206|604.00
858|Dummy|16948|208.00
859|Dummy|27171|184.00
860|Dummy|3396|713.00
861|Dummy|31020|717.00
862|Dummy|15529|802.00
863|Dummy|30109|2.00
864|Dummy|11969|7.00
865|Dummy|21617|19.00
866|Dummy|16626|687.00
867|Dummy|9168|923.00
868|Dummy|25928|109.00
869|Dummy|28118|414.00
870|Dummy|15199|796.00
871|Dummy|14486|218.00
872|Dummy|12420|730.00
873|Dummy|18271|828.00
874|Dummy|27415|91.00
875|Dummy|318|583.00
876|Dummy|1331|274.00
877|Dummy|8387|457.00
878|Dummy|23186|521.00
879|Dummy|4360|844.00
880|Dummy|28074|457.00
881|Dummy|7152|301.00
882|Dummy|10268|697.00
883|Dummy|19885|337.00
884|Dummy|31311|621.00
885|Dummy|12677|406.00
886|Dummy|7768|51.00
887|Dummy|19413|5.00
888|Dummy|542|554.00
889|Dummy|30038|409.00
890|Dummy|7355|302.00
891|Dummy|31647|184.00
892|Dummy|13093|600.00
893|Dummy|10987|771.00
894|Dummy|20493|225.00
895|Dummy|9501|499.00
896|Dummy|29447|680.00
897|Dummy|10753|126.00
898|Dummy|15084|114.00
899|Dummy|13525|251.00
900|Dummy|3964|802.00
901|Dummy|4872|114.00
902|Dummy|3656|346.00
903|Dummy|22593|107.00
904|Dummy|16080|882.00
905|Dummy|21411|726.00
906|Dummy|20968|254.00
907|Dummy|27216|91.00
908|Dummy|28768|57.00
909|Dummy|31531|945.00
910|Dummy|23779|683.00
911|Dummy|12259|679.00
912|Dummy|27936|97.00
913|Dummy|24365|885.00
914|Dummy|7720|861.00
915|Dummy|25680|984.00
916|Dummy|18455|730.00
917|Dummy|4071|832.00
918|Dummy|13559|165.00
919|Dummy|5602|849.00
920|Dummy|7905|450.00
921|Dummy|7375|583.00
922|Dummy|22885|983.00
923|Dummy|21080|837.00
924|Dummy|10797|233.00
925|Dummy|10508|90.00
926|Dummy|5340|88.00
927|Dummy|9058|524.00
928|Dummy|7740|554.00
929|Dummy|20474|797.00
930|Dummy|19097|888.00
931|Dummy|23335|83.00
932|Dummy|23400|707.00
933|Dummy|22955|686.00
934|Dummy|4141|611.00
935|Dummy|12481|185.00
936|Dummy|28315|415.00
937|Dummy|16225|10.00
938|Dummy|22012|154.00
939|Dummy|11455|780.00
940|Dummy|25043|742.00
941|Dummy|21|939.00
942|Dummy|24512|257.00
943|Dummy|26018|395.00
944|Dummy|23717|723.00
945|Dummy|17650|303.00
946|Dummy|3335|771.00
947|Dummy|3169|916.00
948|Dummy|5303|662.00
949|Dummy|21979|223.00
950|Dummy|29105|815.00
951|Dummy|18661|689.00
952|Dummy|3652|761.00
953|Dummy|24033|61.00
954|Dummy|15987|49.00
955|Dummy|26253|103.00
956|Dummy|11420|829.00
957|Dummy|32718|256.00
958|Dummy|31063|236.00
959|Dummy|20652|882.00
960|Dummy|4769|500.00
961|Dummy|15005|68.00
962|Dummy|1594|508.00
963|Dummy|24326|279.00
964|Dummy|21323|546.00
965|Dummy|7679|14.00
966|Dummy|32588|734.00
967|Dummy|29271|962.00
968|Dummy|29221|498.00
969|Dummy|20183|612.00
970|Dummy|23955|982.00
971|Dummy|24779|11.00
972|Dummy|13262|155.00
973|Dummy|23487|223.00
974|Dummy|29033|90.00
975|Dummy|12935|798.00
976|Dummy|15993|804.00
977|Dummy|24962|983.00
978|Dummy|11001|124.00
979|Dummy|11807|591.00
980|Dummy|2669|137.00
981|Dummy|32671|458.00
982|Dummy|12998|548.00
983|Dummy|13597|232.00
984|Dummy|8838|858.00
985|Dummy|7372|571.00
986|Dummy|21028|293.00
987|Dummy|28801|737.00
988|Dummy|13490|611.00
989|Dummy|31601|251.00
990|Dummy|11197|715.00
991|Dummy|19771|383.00
992|Dummy|29301|385.00
993|Dummy|7721|568.00
994|Dummy|17421|468.00
995|Dummy|18610|495.00
996|Dummy|16741|37.00
997|Dummy|31812|180.00
998|Dummy|23015|63.00
999|Dummy|3393|746.00
1000|Dummy|15279|901.00
1001|Dummy|1608|666.00
1002|Dummy|3822|739.00
